 VARIABLES="X","Y","U","V","P"
 ZONE F=POINT, I=          16 , J=          16
   3.12500000E-02   3.12500000E-02  -2.07131635E-02   2.07124036E-02   3.44018602    
   9.37500000E-02   3.12500000E-02  -7.86600113E-02   3.72301675E-02   3.46257114    
  0.156250000       3.12500000E-02 -0.193582565       7.76869804E-02   3.52161765    
  0.218750000       3.12500000E-02 -0.426509976      0.155238047       3.65175056    
  0.281250000       3.12500000E-02 -0.878948212      0.297196567       3.91876650    
  0.343750000       3.12500000E-02  -1.72377169      0.547620714       4.44232941    
  0.406250000       3.12500000E-02  -3.22669458      0.955295980       5.43197536    
  0.468750000       3.12500000E-02  -5.66939116       1.48739219       7.22402191    
  0.531250000       3.12500000E-02  -8.87928677       1.72249341       10.2367678    
  0.593750000       3.12500000E-02  -10.7969046      0.195119157       14.5851765    
  0.656250000       3.12500000E-02  -6.49397230      -4.49803925       18.8925781    
  0.718750000       3.12500000E-02   4.59348011      -6.58938599       19.1073360    
  0.781250000       3.12500000E-02   11.7989368     -0.616041899       15.1443806    
  0.843750000       3.12500000E-02   10.5296612       1.88534164       9.38283157    
  0.906250000       3.12500000E-02   6.54085302       2.10348058       5.96207666    
  0.968750000       3.12500000E-02   2.21868896       2.21869016       4.09947586    
   3.12500000E-02   9.37500000E-02  -4.10847785E-03   4.55315858E-02   3.41743755    
   9.37500000E-02   9.37500000E-02  -2.41145790E-02   9.03592408E-02   3.42489123    
  0.156250000       9.37500000E-02  -8.28417540E-02  0.198199123       3.44927454    
  0.218750000       9.37500000E-02 -0.219739661      0.404541999       3.51316261    
  0.281250000       9.37500000E-02 -0.506340027      0.786923885       3.66014671    
  0.343750000       9.37500000E-02  -1.09279883       1.48916578       3.97459555    
  0.406250000       9.37500000E-02  -2.31938124       2.74324512       4.62841415    
  0.468750000       9.37500000E-02  -4.94025850       4.76300001       5.99215412    
  0.531250000       9.37500000E-02  -10.2537136       6.97021961       8.83918190    
  0.593750000       9.37500000E-02  -18.3168583       4.92814636       14.4414196    
  0.656250000       9.37500000E-02  -11.9269648      -19.9238644       22.5716553    
  0.718750000       9.37500000E-02   6.77813292      -20.9560394       23.1940479    
  0.781250000       9.37500000E-02   16.4554977      -3.13214254       16.2938805    
  0.843750000       9.37500000E-02   15.0953636       7.03088713       8.18448257    
  0.906250000       9.37500000E-02   8.23260212       7.80952358       4.06779671    
  0.968750000       9.37500000E-02   2.31502128       6.75240231       2.22993660    
   3.12500000E-02  0.156250000       2.14661174E-02   2.81710774E-02   3.38734341    
   9.37500000E-02  0.156250000       6.06854744E-02   8.85028020E-02   3.37003660    
  0.156250000      0.156250000       9.23075080E-02  0.227150410       3.33699417    
  0.218750000      0.156250000      0.119064838      0.485718191       3.29066634    
  0.281250000      0.156250000      0.149443269      0.961960912       3.23281956    
  0.343750000      0.156250000      0.168646172       1.88137364       3.16576385    
  0.406250000      0.156250000       3.37923765E-02   3.71246195       3.11070490    
  0.468750000      0.156250000      -1.47861814       7.92705822       3.22243810    
  0.531250000      0.156250000      -8.96185398       16.6028385       4.48670101    
  0.593750000      0.156250000      -34.9121094       29.3089123       10.6014385    
  0.656250000      0.156250000      -33.7516594      -51.8549500       29.0745811    
  0.718750000      0.156250000       23.0579853      -64.5396271       34.3934059    
  0.781250000      0.156250000       44.5555038       9.27663040       18.0226860    
  0.843750000      0.156250000       21.9505920       18.5871925       3.87788534    
  0.906250000      0.156250000       8.01978493       17.0467968     -0.850462794    
  0.968750000      0.156250000       1.19253683       10.2599621      -1.61196733    
   3.12500000E-02  0.218750000       4.80759554E-02  -4.13736217E-02   3.37455869    
   9.37500000E-02  0.218750000      0.147873953       1.90216471E-02   3.33085966    
  0.156250000      0.218750000      0.267824829      0.145046592       3.23755622    
  0.218750000      0.218750000      0.452530652      0.356349856       3.07834768    
  0.281250000      0.218750000      0.810402513      0.703070164       2.81169438    
  0.343750000      0.218750000       1.62492871       1.30652487       2.33677006    
  0.406250000      0.218750000       3.33249044       2.71459436       1.37805295    
  0.468750000      0.218750000       7.10430431       6.66551685     -0.802503884    
  0.531250000      0.218750000       11.8074160       20.6444950      -5.30447626    
  0.593750000      0.218750000      -51.8897438       114.914658      -11.4241962    
  0.656250000      0.218750000      -3.53055573      -186.980316      -29.3632603    
  0.718750000      0.218750000       15.0345459      -4.78890991      -53.6513062    
  0.781250000      0.218750000      -24.2504234      -32.6865387      -4.43164730    
  0.843750000      0.218750000       10.1583500       48.7465401      -12.3870258    
  0.906250000      0.218750000      -9.97676659       20.9533978      -10.2144833    
  0.968750000      0.218750000      -4.12432432       7.32817984      -6.39232254    
   3.12500000E-02  0.281250000       6.78230301E-02 -0.157275945       3.40510559    
   9.37500000E-02  0.281250000      0.209902912     -0.106962949       3.34088850    
  0.156250000      0.281250000      0.377670527      -1.66956820E-02   3.20287347    
  0.218750000      0.281250000      0.601935565      0.109113306       2.96827030    
  0.281250000      0.281250000       1.03792179      0.156438485       2.58826351    
  0.343750000      0.281250000       1.64533794      0.431206882       1.94068885    
  0.406250000      0.281250000       4.31663036     -0.788945675      0.599915445    
  0.468750000      0.281250000       20.9926167      -10.2787466      -2.93931413    
  0.531250000      0.281250000       103.370888      -49.4926376      -20.4586830    
  0.593750000      0.281250000       146.159744       205.960129      -149.391235    
  0.656250000      0.281250000       133.826279      -314.051392      -169.588974    
  0.718750000      0.281250000      -100.132103       337.675690      -224.073151    
  0.781250000      0.281250000      -242.798828      -193.199188      -92.9661179    
  0.843750000      0.281250000      -112.625107       44.6768150      -60.2660294    
  0.906250000      0.281250000      -53.9213333      -13.5454683      -17.9787979    
  0.968750000      0.281250000      -10.5752821      -7.37142944      -7.62690115    
   3.12500000E-02  0.343750000       7.79624432E-02 -0.303065062       3.49877024    
   9.37500000E-02  0.343750000      0.240056694     -0.265358269       3.42351627    
  0.156250000      0.343750000      0.429441929     -0.215463921       3.26196718    
  0.218750000      0.343750000      0.632949173     -0.119902290       2.99369764    
  0.281250000      0.343750000      0.675742388      -9.33370441E-02   2.59545398    
  0.343750000      0.343750000      0.485659063      0.263641536       2.07576370    
  0.406250000      0.343750000      -3.38852286      0.581504345       1.88600850    
  0.468750000      0.343750000      -29.5048409      -2.20887470       4.74325371    
  0.531250000      0.343750000      -194.354492       24.9088669       17.7397766    
  0.593750000      0.343750000      -1.38079834      -104.203842      -108.415337    
  0.656250000      0.343750000      -32.9266510       39.9921570       37.8489380    
  0.718750000      0.343750000       100.338486       84.3257446       50.3857841    
  0.781250000      0.343750000       326.539001      -23.3826752       64.5383453    
  0.843750000      0.343750000       78.7847824      -7.55903053      -12.0125790    
  0.906250000      0.343750000       55.7842636       2.98715210       1.24451780    
  0.968750000      0.343750000       3.24044132      -14.7062769      -1.84827414E-03
   3.12500000E-02  0.406250000       7.83882216E-02 -0.459417492       3.66591740    
   9.37500000E-02  0.406250000      0.244548082     -0.437270254       3.59014940    
  0.156250000      0.406250000      0.450596750     -0.439001262       3.42460823    
  0.218750000      0.406250000      0.778110743     -0.427398503       3.13635540    
  0.281250000      0.406250000       1.31499290     -0.365523905       2.66137671    
  0.343750000      0.406250000       2.34552884     -0.304629803       1.85300326    
  0.406250000      0.406250000       6.13670111       1.23278165      0.301195443    
  0.468750000      0.406250000       21.5079575       7.88490295      -3.59324312    
  0.531250000      0.406250000       130.898712       70.2739716      -18.6657677    
  0.593750000      0.406250000       125.033516      -336.677429      -150.147186    
