 VARIABLES="X","Y","U","V","P"
 ZONE F=POINT, I=          64 , J=          64
   7.81250000E-03   7.81250000E-03   2.28268218E-05  -2.31690792E-05   3.11761722E-02
   2.34375000E-02   7.81250000E-03   7.73942884E-05  -3.22027081E-05   3.11725959E-02
   3.90625000E-02   7.81250000E-03   1.28046799E-04  -1.93735814E-05   3.11574936E-02
   5.46875000E-02   7.81250000E-03   1.45332771E-04   1.16456579E-06   3.11328825E-02
   7.03125000E-02   7.81250000E-03   1.21389588E-04   2.18576261E-05   3.11013721E-02
   8.59375000E-02   7.81250000E-03   5.88628027E-05   3.97516051E-05   3.10649704E-02
  0.101562500       7.81250000E-03  -3.62363717E-05   5.44345967E-05   3.10248770E-02
  0.117187500       7.81250000E-03  -1.58281022E-04   6.67029017E-05   3.09816357E-02
  0.132812500       7.81250000E-03  -3.03663808E-04   7.77800888E-05   3.09353843E-02
  0.148437500       7.81250000E-03  -4.71214880E-04   8.88797076E-05   3.08860764E-02
  0.164062500       7.81250000E-03  -6.61962142E-04   1.00986123E-04   3.08336690E-02
  0.179687500       7.81250000E-03  -8.78582185E-04   1.14764072E-04   3.07782441E-02
  0.195312500       7.81250000E-03  -1.12476014E-03   1.30556102E-04   3.07200681E-02
  0.210937500       7.81250000E-03  -1.40457856E-03   1.48417355E-04   3.06596477E-02
  0.226562500       7.81250000E-03  -1.72198820E-03   1.68160332E-04   3.05977296E-02
  0.242187500       7.81250000E-03  -2.08038953E-03   1.89422630E-04   3.05352937E-02
  0.257812500       7.81250000E-03  -2.48230761E-03   2.11690698E-04   3.04735582E-02
  0.273437500       7.81250000E-03  -2.92910635E-03   2.34317238E-04   3.04139592E-02
  0.289062500       7.81250000E-03  -3.42073315E-03   2.56533967E-04   3.03581581E-02
  0.304687500       7.81250000E-03  -3.95544712E-03   2.77420942E-04   3.03080343E-02
  0.320312500       7.81250000E-03  -4.52953251E-03   2.95921665E-04   3.02656628E-02
  0.335937500       7.81250000E-03  -5.13700442E-03   3.10823874E-04   3.02333124E-02
  0.351562500       7.81250000E-03  -5.76930493E-03   3.20765248E-04   3.02133560E-02
  0.367187500       7.81250000E-03  -6.41505467E-03   3.24286055E-04   3.02081704E-02
  0.382812500       7.81250000E-03  -7.05991685E-03   3.19887244E-04   3.02200392E-02
  0.398437500       7.81250000E-03  -7.68658798E-03   3.06103495E-04   3.02509107E-02
  0.414062500       7.81250000E-03  -8.27499665E-03   2.81628279E-04   3.03022452E-02
  0.429687500       7.81250000E-03  -8.80273432E-03   2.45434232E-04   3.03747859E-02
  0.445312500       7.81250000E-03  -9.24575143E-03   1.96905574E-04   3.04682739E-02
  0.460937500       7.81250000E-03  -9.57932696E-03   1.35988856E-04   3.05812471E-02
  0.476562500       7.81250000E-03  -9.77930240E-03   6.32958036E-05   3.07108313E-02
  0.492187500       7.81250000E-03  -9.82352160E-03  -1.97788613E-05   3.08526270E-02
  0.507812500       7.81250000E-03  -9.69337113E-03  -1.11091525E-04   3.10007520E-02
  0.523437500       7.81250000E-03  -9.37535614E-03  -2.07661782E-04   3.11478488E-02
  0.539062500       7.81250000E-03  -8.86264443E-03  -3.05809168E-04   3.12853791E-02
  0.554687500       7.81250000E-03  -8.15626513E-03  -4.01346100E-04   3.14040631E-02
  0.570312500       7.81250000E-03  -7.26597058E-03  -4.89741913E-04   3.14943232E-02
  0.585937500       7.81250000E-03  -6.21060096E-03  -5.66437549E-04   3.15470695E-02
  0.601562500       7.81250000E-03  -5.01781795E-03  -6.27170259E-04   3.15542743E-02
  0.617187500       7.81250000E-03  -3.72316153E-03  -6.68320514E-04   3.15097347E-02
  0.632812500       7.81250000E-03  -2.36845249E-03  -6.87226653E-04   3.14095989E-02
  0.648437500       7.81250000E-03  -9.99588519E-04  -6.82472193E-04   3.12528387E-02
  0.664062500       7.81250000E-03   3.36110767E-04  -6.54052128E-04   3.10414266E-02
  0.679687500       7.81250000E-03   1.59278663E-03  -6.03432476E-04   3.07803191E-02
  0.695312500       7.81250000E-03   2.72892043E-03  -5.33487939E-04   3.04770917E-02
  0.710937500       7.81250000E-03   3.70989065E-03  -4.48241859E-04   3.01413778E-02
  0.726562500       7.81250000E-03   4.50992119E-03  -3.52518866E-04   2.97841523E-02
  0.742187500       7.81250000E-03   5.11327665E-03  -2.51536519E-04   2.94168759E-02
  0.757812500       7.81250000E-03   5.51459426E-03  -1.50449356E-04   2.90507320E-02
  0.773437500       7.81250000E-03   5.71831409E-03  -5.39085522E-05   2.86958888E-02
  0.789062500       7.81250000E-03   5.73736057E-03   3.42540116E-05   2.83609517E-02
  0.804687500       7.81250000E-03   5.59124444E-03   1.11280388E-04   2.80526318E-02
  0.820312500       7.81250000E-03   5.30382805E-03   1.75576075E-04   2.77756415E-02
  0.835937500       7.81250000E-03   4.90108645E-03   2.26626376E-04   2.75327917E-02
  0.851562500       7.81250000E-03   4.40911483E-03   2.64822767E-04   2.73252055E-02
  0.867187500       7.81250000E-03   3.85263795E-03   2.91145727E-04   2.71527357E-02
  0.882812500       7.81250000E-03   3.25425994E-03   3.06735339E-04   2.70143356E-02
  0.898437500       7.81250000E-03   2.63471319E-03   3.12321965E-04   2.69085206E-02
  0.914062500       7.81250000E-03   2.01439206E-03   3.07514914E-04   2.68336684E-02
  0.929687500       7.81250000E-03   1.41637563E-03   2.90020369E-04   2.67881602E-02
  0.945312500       7.81250000E-03   8.70875199E-04   2.55000108E-04   2.67700367E-02
  0.960937500       7.81250000E-03   4.19935561E-04   1.95459230E-04   2.67759338E-02
  0.976562500       7.81250000E-03   1.17302152E-04   1.06693042E-04   2.67987587E-02
  0.992187500       7.81250000E-03   5.18411025E-06   5.03155752E-06   2.68238448E-02
   7.81250000E-03   2.34375000E-02   3.22269880E-05  -7.90264894E-05   3.11797969E-02
   2.34375000E-02   2.34375000E-02   9.36829310E-05  -9.42165789E-05   3.11759841E-02
   3.90625000E-02   2.34375000E-02   1.16436044E-04  -3.28521855E-05   3.11621372E-02
   5.46875000E-02   2.34375000E-02   5.51037774E-05   5.66054186E-05   3.11401784E-02
   7.03125000E-02   2.34375000E-02  -1.04004772E-04   1.47388273E-04   3.11119575E-02
   8.59375000E-02   2.34375000E-02  -3.57531651E-04   2.28201476E-04   3.10789272E-02
  0.101562500       2.34375000E-02  -6.95552153E-04   2.97041639E-04   3.10420319E-02
  0.117187500       2.34375000E-02  -1.10819377E-03   3.56732140E-04   3.10017765E-02
  0.132812500       2.34375000E-02  -1.58910884E-03   4.12014080E-04   3.09583843E-02
  0.148437500       2.34375000E-02  -2.13669520E-03   4.67767473E-04   3.09119448E-02
  0.164062500       2.34375000E-02  -2.75387126E-03   5.28028701E-04   3.08625326E-02
  0.179687500       2.34375000E-02  -3.44706210E-03   5.95564314E-04   3.08103357E-02
  0.195312500       2.34375000E-02  -4.22484847E-03   6.71778049E-04   3.07556689E-02
  0.210937500       2.34375000E-02  -5.09654358E-03   7.56794179E-04   3.06990426E-02
